date,origin,destination,currency_code,minimum_price,first_quartile_price,median_price,third_quartile_price,maximum_price,EURMXN=X_Close,EURTRY=X_Close,EURUSD=X_Close
2021-03-11,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.92449951171875,8.93101978302002,1.1926058530807495
2021-03-12,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.702999114990234,8.943429946899414,1.1986095905303955
2021-03-13,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-14,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-15,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.747900009155273,9.028590202331543,1.1950000524520874
2021-03-16,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.64335060119629,8.980460166931152,1.1925773620605469
2021-03-17,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.530799865722656,8.904580116271973,1.190164566040039
2021-03-18,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.39889907836914,8.971779823303223,1.1982792615890503
2021-03-19,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.412099838256836,8.722789764404297,1.1918240785598755
2021-03-20,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-21,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-22,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.548999786376953,9.629449844360352,1.1883116960525513
2021-03-23,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.552000045776367,9.323619842529297,1.193303108215332
2021-03-24,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.634700775146484,9.391130447387695,1.1840205192565918
2021-03-25,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.683700561523438,9.351699829101562,1.1813069581985474
2021-03-26,,,,,,,,,24.35610008239746,9.327679634094238,1.1776621341705322
2021-03-27,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-28,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,,,
2021-03-29,,,,,,,,,24.319499969482422,9.5595703125,1.1788004636764526
2021-03-30,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.25119972229004,9.711270332336426,1.177100658416748
2021-03-31,MAD,IST,USD,90.9,425.85,472.11,478.89,550.23,24.121200561523438,9.748299598693848,1.1723604202270508
2021-04-01,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.961650848388672,9.686530113220215,1.1728830337524414
2021-04-02,,,,,,,,,23.897199630737305,9.547579765319824,1.177994966506958
2021-04-03,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-04,,,,,,,,,,,
2021-04-05,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.893600463867188,9.628640174865723,1.176816701889038
2021-04-06,,,,,,,,,23.99449920654297,9.586359977722168,1.1818934679031372
2021-04-07,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.954200744628906,9.65641975402832,1.1874228715896606
2021-04-08,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.995500564575195,9.667570114135742,1.1873664855957031
2021-04-09,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.947599411010742,9.702859878540039,1.1915684938430786
2021-04-10,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-11,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-12,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.988100051879883,9.707460403442383,1.1900511980056763
2021-04-13,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.99810028076172,9.703940391540527,1.1914690732955933
2021-04-14,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.001800537109375,9.68908977508545,1.1954143047332764
2021-04-15,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.068700790405273,9.674360275268555,1.1986095905303955
2021-04-16,,,,,,,,,23.876800537109375,9.610150337219238,1.1971746683120728
2021-04-17,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-18,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-19,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.85260009765625,9.668660163879395,1.1969454288482666
2021-04-20,,,,,,,,,23.859800338745117,9.732749938964844,1.204529047012329
2021-04-21,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.013399124145508,9.75037956237793,1.2032392024993896
2021-04-22,,,,,,,,,23.952199935913086,9.859210014343262,1.2037750482559204
2021-04-23,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.948150634765625,9.977120399475098,1.2014753818511963
2021-04-24,,,,,,,,,,,
2021-04-25,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,,,
2021-04-26,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,23.99970054626465,10.164250373840332,1.2089852094650269
2021-04-27,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.002700805664062,10.000069618225098,1.2081671953201294
2021-04-28,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.23189926147461,9.92018985748291,1.2090305089950562
2021-04-29,,,,,,,,,24.137699127197266,9.930899620056152,1.213592290878296
2021-04-30,MAD,IST,USD,93.4,460.45,461.65,533.06,569.74,24.292699813842773,9.923589706420898,1.2127091884613037
2021-05-01,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-02,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-03,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.304100036621094,9.951720237731934,1.2027760744094849
2021-05-04,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.34269905090332,9.948659896850586,1.2061271667480469
2021-05-05,,,,,,,,,24.275299072265625,9.986169815063477,1.2015043497085571
2021-05-06,,,,,,,,,24.318700790405273,9.98639965057373,1.2007973194122314
2021-05-07,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.247299194335938,9.985819816589355,1.2068549394607544
2021-05-08,,,,,,,,,,,
2021-05-09,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-10,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.22610092163086,10.01593017578125,1.2171076536178589
2021-05-11,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.17490005493164,10.028730392456055,1.2140932083129883
2021-05-12,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.244199752807617,10.072979927062988,1.2144500017166138
2021-05-13,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.329200744628906,10.183890342712402,1.2078505754470825
2021-05-14,,,,,,,,,24.095199584960938,10.267800331115723,1.207729458808899
2021-05-15,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-16,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-17,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.142000198364258,10.260649681091309,1.2150373458862305
2021-05-18,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.038299560546875,10.092100143432617,1.2156872749328613
2021-05-19,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.25802993774414,10.216259956359863,1.2223997116088867
2021-05-20,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.272300720214844,10.22620964050293,1.217285394668579
2021-05-21,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.311899185180664,10.231940269470215,1.222538709640503
2021-05-22,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-23,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-24,,,,,,,,,24.285900115966797,10.259599685668945,1.2183235883712769
2021-05-25,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.27389907836914,10.23071002960205,1.2214635610580444
2021-05-26,,,,,,,,,24.377199172973633,10.354100227355957,1.2249093055725098
2021-05-27,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.242300033569336,10.305500030517578,1.21925950050354
2021-05-28,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.3262996673584,10.347559928894043,1.2193188667297363
2021-05-29,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,,,
2021-05-30,,,,,,,,,,,
2021-05-31,MAD,IST,USD,93.79,456.62,460.0,515.28,560.28,24.30470085144043,10.441610336303711,1.2190067768096924
2021-06-01,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.377500534057617,10.377360343933105,1.223286509513855
2021-06-02,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.38680076599121,10.531259536743164,1.2217769622802734
2021-06-03,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.305200576782227,10.476090431213379,1.220986247062683
2021-06-04,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.44379997253418,10.554800033569336,1.2133007049560547
2021-06-05,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-06,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-07,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.277599334716797,10.554590225219727,1.2168411016464233
2021-06-08,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.177400588989258,10.48036003112793,1.2193634510040283
2021-06-09,,,,,,,,,23.98509979248047,10.468629837036133,1.217285394668579
2021-06-10,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.02720069885254,10.449799537658691,1.218200445175171
2021-06-11,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,23.982500076293945,10.252229690551758,1.2172558307647705
2021-06-12,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-13,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-14,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.065200805664062,10.146430015563965,1.2110203504562378
2021-06-15,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.1737003326416,10.249879837036133,1.212224006652832
2021-06-16,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.28860092163086,10.362469673156738,1.2127091884613037
2021-06-17,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.46769905090332,10.329859733581543,1.1995586156845093
2021-06-18,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.327499389648438,10.380069732666016,1.1913414001464844
2021-06-19,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-20,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-21,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.491899490356445,10.389389991760254,1.1873664855957031
2021-06-22,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.426599502563477,10.451530456542969,1.1912561655044556
2021-06-23,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.289499282836914,10.311690330505371,1.1936734914779663
2021-06-24,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,24.090070724487305,10.293140411376953,1.1933174133300781
2021-06-25,,,,,,,,,23.68670082092285,10.37483024597168,1.1930327415466309
2021-06-26,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-27,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,,,
2021-06-28,,,,,,,,,23.667299270629883,10.445099830627441,1.1942152976989746
2021-06-29,,,,,,,,,23.637699127197266,10.363100051879883,1.1928904056549072
2021-06-30,MAD,IST,USD,97.76,479.98,560.34,573.11,604.22,23.5793399810791,10.38403034210205,1.1901928186416626
2021-07-01,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.63629913330078,10.309849739074707,1.1856770515441895
2021-07-02,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.702999114990234,10.267620086669922,1.1846235990524292
2021-07-03,,,,,,,,,,,
2021-07-04,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-05,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.471500396728516,10.297900199890137,1.1856207847595215
2021-07-06,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.5314998626709,10.273480415344238,1.186380386352539
2021-07-07,,,,,,,,,23.658599853515625,10.267319679260254,1.1824523210525513
2021-07-08,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.527650833129883,10.23429012298584,1.17933988571167
2021-07-09,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.669300079345703,10.2806396484375,1.184800386428833
2021-07-10,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-11,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-12,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.593700408935547,10.273550033569336,1.187295913696289
2021-07-13,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.53459930419922,10.251859664916992,1.186521053314209
2021-07-14,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.61359977722168,10.147850036621094,1.1775373220443726
2021-07-15,,,,,,,,,23.54800033569336,10.174750328063965,1.1833338737487793
2021-07-16,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.538799285888672,10.111289978027344,1.1811814308166504
2021-07-17,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-18,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-19,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.524200439453125,10.077500343322754,1.1814005374908447
2021-07-20,,,,,,,,,23.641300201416016,10.113510131835938,1.1793843507766724
2021-07-21,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.72249984741211,10.096790313720703,1.1784114837646484
2021-07-22,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.758150100708008,10.086640357971191,1.179273009300232
2021-07-23,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.66469955444336,10.078240394592285,1.1772738695144653
2021-07-24,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-25,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-07-26,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.613800048828125,10.06270980834961,1.1773432493209839
2021-07-27,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.653099060058594,10.097579956054688,1.1807769536972046
2021-07-28,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.602399826049805,10.113240242004395,1.1823126077651978
2021-07-29,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.6028995513916,10.129220008850098,1.1845955848693848
2021-07-30,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,23.61750030517578,10.050559997558594,1.1892997026443481
2021-07-31,MAD,IST,USD,101.22,505.06,580.92,581.07,590.95,,,
2021-08-01,,,,,,,,,,,
2021-08-02,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.585899353027344,10.009289741516113,1.186704158782959
2021-08-03,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.630399703979492,9.910849571228027,1.1874650716781616
2021-08-04,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.588899612426758,9.967430114746094,1.1869436502456665
2021-08-05,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.641399383544922,10.027950286865234,1.1837401390075684
2021-08-06,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.581499099731445,10.085869789123535,1.1835720539093018
2021-08-07,,,,,,,,,,,
2021-08-08,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-09,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.589500427246094,10.12539005279541,1.1749500036239624
2021-08-10,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.55422019958496,10.150629997253418,1.17384672164917
2021-08-11,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.538299560546875,10.078200340270996,1.172333002090454
2021-08-12,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.399900436401367,10.127559661865234,1.1741899251937866
2021-08-13,,,,,,,,,23.414600372314453,10.046730041503906,1.173626184463501
2021-08-14,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-15,,,,,,,,,,,
2021-08-16,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.4330997467041,10.03462028503418,1.179467797279358
2021-08-17,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.429800033569336,9.959890365600586,1.177994966506958
2021-08-18,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.413799285888672,9.866789817810059,1.1709738969802856
2021-08-19,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.451000213623047,9.892820358276367,1.1703298091888428
2021-08-20,,,,,,,,,23.56279945373535,9.951189994812012,1.1676595211029053
2021-08-21,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-22,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-23,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.839000701904297,9.923060417175293,1.1697548627853394
2021-08-24,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.8612003326416,9.895999908447266,1.1744533777236938
2021-08-25,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.746999740600586,9.884320259094238,1.175309181213379
2021-08-26,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.812299728393555,9.856809616088867,1.1774401664733887
2021-08-27,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.937400817871094,9.845049858093262,1.1756407022476196
2021-08-28,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-29,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,,,
2021-08-30,MAD,IST,USD,101.17,519.01,557.46,583.15,587.83,23.80430030822754,9.849459648132324,1.1799006462097168
2021-08-31,,,,,,,,,23.75210952758789,9.86913013458252,1.1796904802322388
2021-09-01,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.704500198364258,9.807279586791992,1.1810280084609985
2021-09-02,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.678800582885742,9.808480262756348,1.1840906143188477
2021-09-03,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.7012996673584,9.829170227050781,1.1876484155654907
2021-09-04,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-05,,,,,,,,,,,
2021-09-06,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.67639923095703,9.878809928894043,1.1885942220687866
2021-09-07,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.62849998474121,9.827019691467285,1.1875073909759521
2021-09-08,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.614900588989258,9.884690284729004,1.184356927871704
2021-09-09,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.56599998474121,10.022439956665039,1.1819101572036743
2021-09-10,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.572099685668945,9.98490047454834,1.1825922727584839
2021-09-11,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-12,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-13,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.477800369262695,9.991009712219238,1.1811953783035278
2021-09-14,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.47260093688965,9.950750350952148,1.1811953783035278
2021-09-15,,,,,,,,,23.497800827026367,9.949959754943848,1.1804981231689453
2021-09-16,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.46739959716797,9.960140228271484,1.1819995641708374
2021-09-17,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.458999633789062,10.034119606018066,1.176747441291809
2021-09-18,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-19,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-20,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.476280212402344,10.132869720458984,1.1729930639266968
2021-09-21,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.592500686645508,10.160090446472168,1.1730204820632935
2021-09-22,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.61009979248047,10.106789588928223,1.17229163646698
2021-09-23,,,,,,,,,23.4768009185791,10.11633014678955,1.168770432472229
2021-09-24,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.54129981994629,10.27970027923584,1.1740258932113647
2021-09-25,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-26,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,,,
2021-09-27,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.510099411010742,10.390159606933594,1.1723054647445679
2021-09-28,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.5093994140625,10.312219619750977,1.1696795225143433
2021-09-29,,,,,,,,,23.756799697875977,10.360340118408203,1.1686338186264038
2021-09-30,MAD,IST,USD,97.52,457.09,494.46,535.06,584.2,23.795000076293945,10.343790054321289,1.1601601839065552
2021-10-01,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.875099182128906,10.281330108642578,1.1574475765228271
2021-10-02,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-03,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-04,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.697799682617188,10.27001953125,1.160725712776184
2021-10-05,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.814899444580078,10.281740188598633,1.1618449687957764
2021-10-06,,,,,,,,,23.866300582885742,10.275799751281738,1.1596084833145142
2021-10-07,,,,,,,,,23.75349998474121,10.245739936828613,1.1555349826812744
2021-10-08,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.874099731445312,10.253870010375977,1.1559758186340332
2021-10-09,,,,,,,,,,,
2021-10-10,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-11,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.96649932861328,10.357609748840332,1.1566041707992554
2021-10-12,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,24.09869956970215,10.391770362854004,1.1553747653961182
2021-10-13,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.97599983215332,10.421799659729004,1.15340256690979
2021-10-14,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.83989906311035,10.605690002441406,1.1599582433700562
2021-10-15,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.82229995727539,10.649100303649902,1.159151554107666
2021-10-16,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-17,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-18,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.60849952697754,10.711170196533203,1.1597026586532593
2021-10-19,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.701799392700195,10.84708023071289,1.161386251449585
2021-10-20,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.53529930114746,10.822750091552734,1.1631964445114136
2021-10-21,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.5625,10.737460136413574,1.1655012369155884
2021-10-22,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.60420036315918,11.081089973449707,1.1625338792800903
2021-10-23,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-24,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-10-25,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.497699737548828,11.2837495803833,1.1640088558197021
2021-10-26,,,,,,,,,23.430299758911133,11.125009536743164,1.161170482635498
2021-10-27,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.420299530029297,11.057860374450684,1.1598236560821533
2021-10-28,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,23.55299949645996,11.003230094909668,1.1600120067596436
2021-10-29,,,,,,,,,23.806400299072266,11.12714958190918,1.1683608293533325
2021-10-30,,,,,,,,,,,
2021-10-31,MAD,IST,USD,95.84,489.68,504.83,525.2,581.13,,,
2021-11-01,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.750499725341797,11.07334041595459,1.1556684970855713
2021-11-02,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.18670082092285,11.06544017791748,1.1599582433700562
2021-11-03,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.074399948120117,11.115610122680664,1.1579434871673584
2021-11-04,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.861299514770508,11.193920135498047,1.1615750789642334
2021-11-05,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.739500045776367,11.19791030883789,1.1555349826812744
2021-11-06,,,,,,,,,,,
2021-11-07,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-08,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.566600799560547,11.210180282592773,1.1568851470947266
2021-11-09,,,,,,,,,23.56100082397461,11.220459938049316,1.159151554107666
2021-11-10,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.558300018310547,11.2752103805542,1.1595547199249268
2021-11-11,,,,,,,,,23.667499542236328,11.298100471496582,1.148593544960022
2021-11-12,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.62310028076172,11.354840278625488,1.145081877708435
2021-11-13,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-14,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-15,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.481700897216797,11.47488021850586,1.144164800643921
2021-11-16,,,,,,,,,23.422100067138672,11.426609992980957,1.1366478204727173
2021-11-17,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.48870086669922,11.698539733886719,1.1321182250976562
2021-11-18,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.376399993896484,12.144669532775879,1.1321182250976562
2021-11-19,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.610599517822266,12.546449661254883,1.1368415355682373
2021-11-20,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-21,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-22,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.520000457763672,12.52748966217041,1.1275737285614014
2021-11-23,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.613800048828125,12.774709701538086,1.12421452999115
2021-11-24,,,,,,,,,23.912799835205078,14.37086009979248,1.1244926452636719
2021-11-25,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,23.988000869750977,13.302319526672363,1.1202975511550903
2021-11-26,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.24799919128418,13.390170097351074,1.1209630966186523
2021-11-27,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,,,
2021-11-28,,,,,,,,,,,
2021-11-29,MAD,IST,USD,95.38,457.05,473.22,503.81,562.98,24.537099838256836,13.929229736328125,1.1293182373046875
2021-11-30,,,,,,,,,24.48259925842285,14.347000122070312,1.1293437480926514
2021-12-01,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.27440071105957,15.297340393066406,1.1330289840698242
2021-12-02,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.303199768066406,15.21780014038086,1.1319515705108643
2021-12-03,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,24.09469985961914,15.47776985168457,1.1306205987930298
2021-12-04,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
2021-12-05,MAD,IST,USD,95.38,463.07,466.63,478.87,567.24,,,
